155	2	Que programa de television trata sobre un abuelo que arrastra a su nieto en aventuras?	Rick y Morty
156	2	En que album se encuentra la cancion 'New Slang' de The Shins?	Oh, Mundo Invertido
157	2	Que raza de perro era Marley en la pelicula "Marley & Me" (2008)?	Labrador Retriever
158	2	Que mostraba la primera pelicula en movimiento?	Un caballo galopando
159	2	Que significa TIE en referencia al Caza TIE en "Star Wars"?	Motor de Ion Gemelo
160	2	Que genero de musica tocaba la banda Type O Negative?	Metal Gotico
161	2	Como se llama la guitarra de Brian May?	Guitarra Roja Especial
162	2	Cual no es un instrumento de viento?	Viola
163	2	Cual es el album mas vendido de todos los tiempos entre 1976 y 2018?	Suspenso
164	2	Cual es el nombre de nacimiento de Michael Caine?	Maurice Micklewhite
165	2	Cual es la primera cancion del album 808s & Heartbreak de Kanye West?	Dilo que haras
166	2	Cual es el nombre del personaje de James Dean en la pelicula de 1955 "Rebelde sin causa"?	Jim Stark
167	2	Cual es el nombre del sistema de Inteligencia Artificial en la pelicula "WarGames" de 1983?	Plan de Respuesta de Operacion de Guerra
168	2	Cual es el nombre de la primera pelicula de "Star Wars" por orden de lanzamiento?	Una nueva esperanza
169	2	Cual es el nombre de los antagonistas principales en Battlestar Galactica?	Los Cylones
170	2	Cual es el nombre del caballo de carreras al que Tony Soprano se encarina?	Pie-O-Mi
171	2	Cual es la pelicula de Disney mas antigua?	Blancanieves y los Siete Enanitos
172	2	Cual es la cancion de apertura en Pure Heroine de Lorde?	Cancha de Tenis
173	2	Cual es la especie del "Depredador" en la pelicula "Depredador" de 1987?	Yautja
174	2	Que cancion del album Black Face LP de ScHoolboy Q conto con la participacion de Kanye West?	Esa Parte
175	2	Cual era el nombre de pila del personaje de Marilyn Monroe en la pelicula "Con faldas y a lo loco"?	Azucar
176	2	Como se llamaba el quinto album de Taylor Swift?	1989
177	2	Cual fue el album mas vendido de 2015?	Adele, 25
178	2	Cual fue el primer videoclip transmitido en MTV?	El video mato a la estrella de la radio
179	2	Cual era el nombre del planeta en "Aliens"?	LV-426
180	2	Cual es el nombre de pila del Dr. Dofenshmirtz?	Heinz
181	2	Cual es la metrica mas comun para las canciones de rock?	4/4
182	2	Cuando se transmitio por primera vez la serie de television Rick and Morty en Adult Swim?	2013
183	2	Que banda de los 80 esta liderada por el cantante/guitarrista Robert Smith?	The Cure
184	2	Cual villano de Batman es Mark Hamill conocido por haber doblado?	El Payaso
185	2	Cual Beatle lidero el camino cruzando el paso de cebra en la portada del album Abbey Road?	Juan
186	2	Cual album de The Beatles NO presenta a ningun miembro de la banda en su portada?	Los Beatles (Album Blanco)
187	2	De cual album de Daft Punk es la cancion "Harder, Better, Faster, Stronger"?	Descubrimiento
188	2	Cual actor audiciono para el papel de Luke Skywalker?	Kurt Russell
189	2	Que actor de The Young Ones tambien interpreto a Lord Flashheart en un episodio de Blackadder II?	Rik Mayall
190	2	Que actriz interpreto a la Dra. Grace Augustine en la pelicula "Avatar" de James Cameron?	Sigourney Weaver
191	2	Cual fue la primera pelicula animada en presentar a una celebridad como actor de voz?	Aladin
192	2	Que famoso rapero aparece en el sencillo "Febreze" de 2015 de Jack U (Skrillex y Diplo)?	2 Chainz
193	2	Que exmiembro de una banda de chicos lanzo el exitoso sencillo en solitario "Angels" en 1997?	Robbie Williams
194	2	Que miembro de "The Beatles" narro episodios de "Thomas the Tank Engine"?	Ringo Starr
195	2	Cual de estas peliculas NO conto con la participacion del difunto actor John Candy?	Cazafantasmas
196	2	Cual de los miembros de la banda Beatles esta descalzo en la portada del album 'Abbey Road'?	Paul McCartney
197	2	Que cantante fue presentada en la cancion "Where Are U Now" de Jack U (Skrillex & Diplo) de 2015?	Justin Bieber
198	2	Cual cancion NO es de Tom Jones?	Never Gonna Give You Up
199	2	Cual es el pueblo donde transcurre la pelicula de Disney Herbie, loco de amor (1968)?	San Francisco
200	2	Cual fue la primera pelicula de Alfred Hitchcock filmada en color?	Cuerda
201	2	En que ano se lanzo el primer YouTube Rewind oficial?	2010
202	2	Quien dirigio la pelicula de 1973 "American Graffiti"?	George Lucas
203	2	Quien tuvo un exito numero 1 en EE.UU. y Reino Unido en 1962 con el instrumental 'Telstar'?	Los Tornados
204	2	Quien es el director de la pelicula de 1991 "El silencio de los corderos"?	Jonathan Demme
205	2	Quien es el vocalista y lider de la banda de rock "Guns N' Roses"?	Axl Rose
206	2	Quien interpreto a Thanos en Avengers: Infinity War y Avengers: End Game?	Josh Brolin
207	2	Quien interpreto a la Camarera en el sketch de Spam de "Monty Python's Flying Circus"?	Terry Jones
208	2	Quien interpreto a Han Solo en la serie de peliculas principales de Star Wars?	Harrison Ford
209	2	Quien canto la cancion del tema de apertura de la pelicula de James Bond de 1995 'Goldeneye'?	Tina Turner
210	2	Quien fue el primer ganador de Big Brother US en ganar con un juego perfecto?	Dan Gheesling
211	2	Quien era el miembro mas antiguo de The Beatles?	Ringo Starr
212	2	Quien fue el ganador de "Big Brother" Temporada 10?	Dan Gheesling
213	2	Quien escribio la composicion musical "Rhapsody in Blue"?	George Gershwin
214	2	Quien escribio la cancion "You Know You Like It"?	AlunaGeorge
215	3	"Si, America Puede!" fue el eslogan de campana de facto de este politico estadounidense en 2004.	George W. Bush
216	3	Adolf Hitler fue aceptado en la Academia de Bellas Artes de Viena.	Falso
217	3	Adolf Hitler fue juzgado en los juicios de Nuremberg.	Falso
218	3	Despues de su derrota en la Batalla de Waterloo, a que isla fue exiliado Napoleon Bonaparte?	Santa Elena
219	3	Durante las invasiones mongolas de Japon, que detuvo principalmente los barcos mongoles?	Tifones
220	3	George W. Bush perdio el voto popular en la eleccion presidencial de Estados Unidos de 2004.	Falso
221	3	De que pais era Hong Kong una parte del territorio antes de que Gran Bretana lo recuperara en 1945?	Japon
222	3	Como llamaban los vikingos a su colonia de corta duracion en el Canada actual?	Tierra de Vinedos
223	3	Cuanto tiempo duro la Segunda Guerra Mundial?	6 anos
224	3	Cuanto tiempo duro el Levantamiento de Varsovia durante la Segunda Guerra Mundial?	63 Dias
225	3	Cuantas sonatas escribio Ludwig van Beethoven?	treinta y dos
226	3	Cuantos anos tenia Adolf Hitler cuando murio?	cincuenta y seis
227	3	En la Segunda Guerra Mundial, los Hawker Typhoon sirvieron en el teatro del Pacifico.	Falso
228	3	En que dialogo Socrates se defendio ante la corte de Atenas?	La Apologia
229	3	En que ano ocurrio el Crash de Videojuegos de America del Norte?	1983
230	3	En que pais se construyo la Estatua de la Libertad y se exporto a los Estados Unidos de America?	Francia
231	3	En que guerra ocurrieron los bombardeos atomicos de Hiroshima y Nagasaki?	Segunda Guerra Mundial
232	3	En que ano fue liberado Nelson Mandela de la prision?	1990
233	3	En que dia invadio Alemania a Polonia?	1 de septiembre de 1939
234	3	Pianista Frederic Chopin fue compositor de que era musical?	Romantico
235	3	Rusia aprobo una ley en 2013 que prohibe decirles a los ninos que los homosexuales existen.	Verdadero
236	3	Taiwan se llama oficialmente "la Republica de China".	Verdadero
237	3	La Batalla del Somme en la Primera Guerra Mundial tuvo lugar en que pais?	Francia
238	3	La Guerra Fria termino con la muerte de Jose Stalin.	Falso
239	3	La Casa Fallingwater, ubicada en Pensilvania, fue disenada por que arquitecto?	Frank Lloyd Wright
240	3	La Cuarta Cruzada duro de 1095-1099 d.C.	Falso
241	3	Que emperador del Imperio Bizantino encargo la construccion de la Hagia Sophia?	Justiniano I
242	3	La Pequena Entente fue una alianza formada contra que nacion?	Hungria
243	3	La S en Harry S. Truman significa "Solomon".	Falso
244	3	El Spitfire L.F. Mk IX tenia que motor?	Merlin 66
245	3	Las protestas de la Plaza de Tiananmen de 1989 se llevaron a cabo en Hong Kong.	Falso
246	3	Estados Unidos fue miembro de la Liga de las Naciones.	Falso
247	3	De que nacionalidad era el creador de la Cifra y Maquina Enigma?	Aleman
248	3	Para que proposito se construyo originalmente la corona del edificio Empire State?	Muelle de Dirigibles
249	3	La mayoria de las personas que vivieron bajo el Imperio Bizantino se llamaban a si mismas romanos.	Verdadero
250	3	El hombre que disparo a Alexander Hamilton se llamaba Aaron Burr.	Verdadero
251	3	La ametralladora rotatoria fue disenada en 1960 por que fabricante?	General Electric
252	3	Theresa May fue la primera ministra del Reino Unido.	Falso
253	3	Estos dos paises mantuvieron una mancomunidad del siglo XVI al XVIII.	Polonia y Lituania
254	3	A que partido politico pertenecia Abraham Lincoln cuando fue elegido presidente?	Republicano
255	3	Los vikingos fueron los primeros europeos en descubrir America del Norte.	Verdadero
256	3	A que edad murio el Rey Enrique V?	treinta y cinco
257	3	Cual fue la batalla mas larga de la Primera Guerra Mundial, durando aproximadamente 303 dias?	Batalla de Verdun
258	3	Que candidato gano la Eleccion Presidencial de los EE.UU. de 2012?	Barack Obama
259	3	Que dia comenzo la Batalla de Gettysburg?	1 de julio de 1863
260	3	Que dispensaban las primeras maquinas expendedoras a principios de los anos 1880?	Tarjetas postales
261	3	Que evento marco el inicio de la Segunda Guerra Mundial?	Invasion de Polonia (1939)
262	3	A que evento historico hacia referencia la Obertura 1812 de Tchaikovsky?	Las Guerras Napoleonicas
263	3	Cual es el nombre completo del ex presidente de Estados Unidos Bill Clinton?	William Jefferson Clinton
264	3	Cual es el evento mas sangriento en la historia de Estados Unidos, en terminos de bajas?	Batalla de Antietam
265	3	Cual es el nombre historico de Sri Lanka?	Ceilan
266	3	Cual es el nombre del famoso lider apache que murio en 1909 a los 70 anos de edad?	Jeronimo
267	3	Que numero representa el numeral romano "D"?	quinientos
268	3	Cual era el nombre real de Gengis Khan?	Temujin
269	3	Cual era el nombre de Napoleon Bonaparte antes de cambiarlo?	Napoleon Bonaparte
270	3	Que fue encontrado en 1946 por dos jovenes pastores cerca de una cueva?	Manuscritos del Mar Muerto
271	3	Cual fue el nombre en clave de la invasion aliada del sur de Francia el 15 de agosto de 1944?	Operacion Dragon
272	3	Cual fue la ultima colonia que el Reino Unido cedio marcando el fin del Imperio Britanico?	Hong Kong
273	3	Cual fue el nombre del primer asentamiento ingles permanente en America?	Jamestown
274	3	Cual era el nombre de la invasion planeada de Japon hacia el final de la Segunda Guerra Mundial?	Operacion Downfall
275	3	Cual fue la moneda oficial alemana hasta 2002?	Marcos
276	3	Cual era el nombre original de la Ciudad de Nueva York?	Nueva Amsterdam
277	3	En que ano se instituyeron las Reformas Marianas en la Republica Romana?	107 AEC
278	3	Cuando Cristobal Colon navego hacia America, cual fue la primera region en la que llego?	El Archipielago de las Bahamas
279	3	Cuando Canada se separo de la confederacion para convertirse en su propia nacion?	1 de julio de 1867
280	3	Cuando recibio Jamaica su independencia de Inglaterra?	1962
281	3	Cuando finalizo la construccion del Canal de Suez?	1869
282	3	Cuando termino la Batalla de las Ardenas?	25 de enero de 1945
283	3	Cuando comenzo la Batalla del Somme?	1 de julio de 1916
284	3	Cuando fue el ano 100 de independencia de Finlandia?	2017
285	3	Cuando fue levantado el "Sitio de Leningrado" durante la Segunda Guerra Mundial?	Enero de 1944
286	3	Cuando concluyo la Gran Guerra Patriotica en la URSS?	9 de mayo de 1945
287	3	Cuando se adopto por primera vez el calendario gregoriano?	mil quinientos ochenta y dos
288	3	Donde y cuando se fabrico la primera caja de carton para uso industrial?	Inglaterra, 1817
289	3	Donde nacio Napoleon Bonaparte?	Corcega
290	3	Cual fue la ultima mision Apolo del programa Apolo de la NASA?	Apolo 17
291	3	Que primer ministro australiano desaparecio en 1967 y nunca fue encontrado?	Harold Holt
292	3	Cual nacion NO tuvo una colonia en la America del Norte moderna?	Portugal
293	3	Que general nazi era conocido como el "Zorro del Desierto"?	Erwin Rommel
294	3	Que pais sudamericano lucho contra Gran Bretana por las Islas Malvinas en 1982?	Argentina
295	3	Que presidente de EE.UU. fue famosamente "atacado" por un conejo nadador?	Jimmy Carter
296	3	Cual presidente de EE.UU. se dice que tenia la barba mas larga?	Rutherford B. Hayes
297	3	Cual fue el primer estado estadounidense que permitio a las mujeres votar en 1869?	Wyoming
298	3	Que as de tanques de la Segunda Guerra Mundial es acreditado por haber destruido mas tanques?	Kurt Knispel
299	3	Que edificio fue incendiado el 24 de agosto de 1812?	La Casa Blanca
300	3	Que pais regalo la Estatua de la Libertad a los Estados Unidos de America?	Francia
301	3	Que pais tuvo una "Revolucion Naranja" entre 2004 y 2005?	Ucrania
302	3	Que dia comenzo la Primera Guerra Mundial?	28 de julio
303	3	Cual dictador mato a mas personas?	Mao Zedong
304	3	Que juego fue el Juego del Ano en 2018?	Dios de la Guerra
305	3	Que presidente elimino la deuda nacional de Estados Unidos?	Andrew Jackson
306	3	Quien asesino al presidente James A. Garfield?	Carlos Guiteau
307	3	Quien corono a Carlomagno como Emperador del Sacro Imperio Romano el dia de Navidad en 800?	Papa Leon III
308	3	Quien es el creador del refresco Dr. Pepper?	Carlos Alderton
309	3	Quien lidero Francia durante el "Reinado del Terror"?	Maximilien Robespierre
310	3	Quien fue el 45o Presidente de los Estados Unidos?	Donald Trump
311	3	Quien fue el Presidente de los Estados Unidos durante la firma de la Compra de Gadsden?	Franklin Pierce
312	3	Quien era el Primer Ministro de Japon cuando Japon declaro la guerra a Estados Unidos?	Hideki Tojo
313	3	Quien fue el primer Canciller de una Alemania unida en 1871?	Otto von Bismarck
314	3	Quien fue el primer hombre en viajar al espacio exterior?	Yuri Gagarin
315	3	Quien fue el primer presidente de Kenia?	Jomo Kenyatta
316	3	Quien fue el primer gobernante de Haiti despues de que el pais obtuvo su independencia?	Jean-Jacques Dessalines
317	3	Quien fue la primera esposa del Rey Enrique VIII?	Catalina de Aragon
318	3	Quien fue el lider de Suecia en la Gran Guerra del Norte?	Carlos XII
319	3	Con cual filosofo griego asociarias la frase "Se que no se nada"?	Socrates
320	4	Que color se produce al mezclar negro y blanco?	Gris
321	4	Segun la novela de Bram Stoker, en que pueblo costero britanico desembarco Dracula?	Whitby
322	4	Segun la mitologia griega, Atlas era un dios olimpico.	Falso
323	4	Segun la mitologia griega, Zeus puede controlar los rayos.	Verdadero
324	4	Segun la mitologia nordica, Loki es una madre.	Verdadero
325	4	El lugar de nacimiento y muerte de Albrecht Durer fueron en...	Nuremberg
326	4	El Anj es el jeroglifico egipcio para que?	Vida
327	4	Los escultores antiguos griegos y romanos a menudo coloreaban sus estatuas.	Verdadero
328	4	Por que nombre era mejor conocido el autor Eric Blair?	George Orwell
329	4	Por que apodo se conoce a Jack Dawkins en la novela de Charles Dickens, 'Oliver Twist'?	El Astuto Evasivo
330	4	Dracula es destruido por el contacto con la luz solar	Falso
331	4	Hel era la hija de que figura de la mitologia nordica?	Loki
332	4	Hera es la diosa de...	Matrimonio
333	4	Cuantos libros de Harry Potter hay?	siete
334	4	En la mitologia africana, Anansi es un embaucador y narrador que toma la forma de cual animal?	Arana
335	4	En la mitologia griega, quien mato a Aquiles?	Paris
336	4	En la mitologia griega, Hera es la diosa de la cosecha.	Falso
337	4	En la mitologia griega, quien es el dios del vino?	Dioniso
338	4	En "El cuento de la criada" de Margaret Atwood, cual se implica que es el nombre real de Offred?	Junio
339	4	En la mitologia nordica, Thor una vez se vistio como una mujer.	Verdadero
340	4	En Romance of the Three Kingdoms, quien no fue miembro del Juramento del Jardin de Duraznos?	Zhao Yun
341	4	En la mayoria de las tradiciones, quien fue la esposa de Zeus?	Hera
342	4	En la serie de "Harry Potter", cual es el nombre completo del Director Dumbledore?	Albus Percival Wulfric Brian Dumbledore
343	4	En la mitologia griega, la Gorgona puede convertir en piedra a quienes la miran.	Verdadero
344	4	En el universo de Harry Potter, con quien termina casandose Draco Malfoy?	Astoria Greengrass
345	4	En el universo de Magic: The Gathering, en que continente tiene lugar la expansion Fallen Empires?	Sarpadia
346	4	En el universo de Magic: The Gathering, en que plano tiene lugar la expansion Homelands?	Ulgrotha
347	4	De donde es originalmente el Oso Paddington en la serie de libros infantiles?	Peru
348	4	Jano fue el dios romano de las puertas y los pasos.	Verdadero
349	4	Leonardo da Vinci no fue el creador de la Mona Lisa.	Falso
350	4	El Mona Lisa de Leonardo da Vinci no tiene cejas.	Verdadero
351	4	El nombre griego de Neptuno fue...	Poseidon
352	4	De que mitologia es Nidhogg una criatura mitologica?	Nordico
353	4	Originalmente, el personaje Charlie de Charlie y la fabrica de chocolate iba a ser negro.	Verdadero
354	4	Pintor Piet Mondrian (1872 - 1944) fue parte de que movimiento?	Neoplasticismo
355	4	A que pais se mudo Paul Gauguin en 1895?	Tahiti
356	4	Stephen Chbosky escribio el libro "Las ventajas de ser un marginado".	Verdadero
357	4	Talos, el hombre de bronce gigante mitologico, fue el protector de que isla?	Creta
358	4	El dios japones Izanagi logro traer a su esposa Izanami de regreso del Inframundo.	Falso
359	4	El dios romano "Jupiter" era conocido primero como "Zeus" por los griegos.	Verdadero
360	4	El nombre oficial de la Estatua de la Libertad es "La Libertad Iluminando al Mundo".	Verdadero
361	4	El libro "El Principito" fue escrito por...	Antoine de Saint-Exupery
